49,133.80000000000007
44,131.0
38,78.60000000000004
70,72.8
42,72.19999999999999
31,69.4
19,60.599999999999994
56,60.39999999999999
10,52.39999999999999
5,47.599999999999994
207,47.599999999999994
61,43.59999999999999
57,42.59999999999999
34,39.39999999999999
92,37.19999999999999
13,33.19999999999999
36,29.200000000000003
50,27.6
16,27.6
11,26.4
28,25.6
41,23.400000000000002
54,22.4
47,22.200000000000003
29,21.0
77,18.200000000000003
40,16.4
25,13.8
9,13.600000000000001
53,12.600000000000001
20,12.400000000000002
23,12.4
62,12.000000000000004
6,12.0
52,11.8
18,11.8
68,10.6
32,10.400000000000002
46,10.200000000000001
60,9.8
7,9.8
8,9.600000000000001
63,8.8
73,8.8
51,8.600000000000001
153,8.200000000000003
95,8.000000000000002
43,8.0
155,7.200000000000002
39,7.0
72,6.8
156,6.600000000000001
2,6.6000000000000005
302,6.0
17,5.800000000000001
12,5.8
59,5.0
55,5.0
303,5.0
211,5.0
58,4.8
14,4.6000000000000005
69,4.0
3,4.0
21,4.0
66,3.8
304,3.8
45,3.6
161,3.1999999999999997
37,3.0
33,3.0
35,3.0
94,2.8
76,2.8
154,2.4
180,2.4
78,2.0
89,2.0
71,2.0
27,2.0
64,2.0
1,1.8
4,1.8
65,1.7999999999999998
85,1.7999999999999998
88,1.7999999999999998
159,1.6
164,1.6
165,1.6
160,1.6
176,1.6
152,1.6
158,1.6
167,1.6
171,1.6
67,1.0
86,1.0
24,1.0
74,1.0
75,1.0
26,1.0
79,1.0
22,1.0
81,1.0
83,1.0
15,1.0
82,1.0
30,1.0
96,1.0
84,1.0
80,1.0
170,1.0
90,1.0
48,1.0
214,1.0
212,1.0
210,1.0
208,1.0
91,1.0
174,0.8
166,0.8
178,0.8
182,0.8
163,0.8
168,0.8
169,0.8
172,0.8
177,0.8
173,0.8
179,0.8
162,0.8
157,0.8
181,0.8
93,0.8
87,0.8
